Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2004","2004","3050","FAO TIER 1","kg of nutrients","11712729000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2004","2004","3050","FAO TIER 1","kg of nutrients","3513818700","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2004","2004","3050","FAO TIER 1","kg of nutrients","1171272900","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2005","2005","3050","FAO TIER 1","kg of nutrients","12723910000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2005","2005","3050","FAO TIER 1","kg of nutrients","3817173000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2005","2005","3050","FAO TIER 1","kg of nutrients","1272391000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2006","2006","3050","FAO TIER 1","kg of nutrients","13760868000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2006","2006","3050","FAO TIER 1","kg of nutrients","4128260400","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2006","2006","3050","FAO TIER 1","kg of nutrients","1376086800","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2007","2007","3050","FAO TIER 1","kg of nutrients","14417665000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2007","2007","3050","FAO TIER 1","kg of nutrients","4325299500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2007","2007","3050","FAO TIER 1","kg of nutrients","1441766500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2008","2008","3050","FAO TIER 1","kg of nutrients","14863815000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2008","2008","3050","FAO TIER 1","kg of nutrients","4459144500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2008","2008","3050","FAO TIER 1","kg of nutrients","1486381500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2009","2009","3050","FAO TIER 1","kg of nutrients","15558372000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2009","2009","3050","FAO TIER 1","kg of nutrients","4667511600","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2009","2009","3050","FAO TIER 1","kg of nutrients","1555837200","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2010","2010","3050","FAO TIER 1","kg of nutrients","16450653000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2010","2010","3050","FAO TIER 1","kg of nutrients","4935195900","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2010","2010","3050","FAO TIER 1","kg of nutrients","1645065300","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2011","2011","3050","FAO TIER 1","kg of nutrients","17367540000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2011","2011","3050","FAO TIER 1","kg of nutrients","5210262000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2011","2011","3050","FAO TIER 1","kg of nutrients","1736754000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2012","2012","3050","FAO TIER 1","kg of nutrients","16820900000","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2012","2012","3050","FAO TIER 1","kg of nutrients","5046270000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2012","2012","3050","FAO TIER 1","kg of nutrients","1682090000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2013","2013","3050","FAO TIER 1","kg of nutrients","16750100000","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2013","2013","3050","FAO TIER 1","kg of nutrients","5025030000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2013","2013","3050","FAO TIER 1","kg of nutrients","1675010000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2014","2014","3050","FAO TIER 1","kg of nutrients","16949600000","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2014","2014","3050","FAO TIER 1","kg of nutrients","5084880000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2014","2014","3050","FAO TIER 1","kg of nutrients","1694960000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2015","2015","3050","FAO TIER 1","kg of nutrients","17372300000","P","Provisional official data",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2015","2015","3050","FAO TIER 1","kg of nutrients","5211690000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2015","2015","3050","FAO TIER 1","kg of nutrients","1737230000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2016","2016","3050","FAO TIER 1","kg of nutrients","16735400000","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2016","2016","3050","FAO TIER 1","kg of nutrients","5020620000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2016","2016","3050","FAO TIER 1","kg of nutrients","1673540000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2017","2017","3050","FAO TIER 1","kg of nutrients","16958000000","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2017","2017","3050","FAO TIER 1","kg of nutrients","5087400000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2017","2017","3050","FAO TIER 1","kg of nutrients","1695800000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2018","2018","3050","FAO TIER 1","kg of nutrients","17628200000","W","Data reported on country official publications or web sites (Official) or trade country files",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2018","2018","3050","FAO TIER 1","kg of nutrients","5288460000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2018","2018","3050","FAO TIER 1","kg of nutrients","1762820000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2019","2019","3050","FAO TIER 1","kg of nutrients","17107200000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2019","2019","3050","FAO TIER 1","kg of nutrients","5132160000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2019","2019","3050","FAO TIER 1","kg of nutrients","1710720000","Fc","Calculated data",""
